sample_id	gene_name	target_id	target_type	gene_vl
RN02202045	CDH1	cg06875305	N	0.711496
RN02202045	CDH1	cg06875305	T	0.839115
RN02202045	ATM	cg06879405	N	0.847084
RN02202045	ATM	cg06879405	T	0.859287
RN02202045	IGF1R	cg06889746	N	0.033817
RN02202045	IGF1R	cg06889746	T	0.0246989
RN02202045	AKT1	cg06895316	N	0.035497
RN02202045	AKT1	cg06895316	T	0.0238196
RN02202045	ALK	cg06905692	N	0.0686443
RN02202045	ALK	cg06905692	T	0.0456858
RN02202045	LPAR6	cg06911348	N	0.858456
RN02202045	LPAR6	cg06911348	T	0.863277
RN02202045	AKT1	cg06934468	N	0.953134
RN02202045	AKT1	cg06934468	T	0.954302
RN02202045	BRCA2	cg06935361	N	0.876558
RN02202045	BRCA2	cg06935361	T	0.845851
RN02202045	PTEN	cg06947206	N	0.0553083
RN02202045	PTEN	cg06947206	T	0.054274
RN02202045	CDKN2A	cg06955353	N	0.0635726
RN02202045	CDKN2A	cg06955353	T	0.0464217
RN02202045	MAP2K4	cg06964954	N	0.971576
RN02202045	MAP2K4	cg06964954	T	0.973036
RN02202045	ARID1B	cg06965637	N	0.423856
RN02202045	ARID1B	cg06965637	T	0.737908
RN02202045	WRAP53	cg06969407	N	0.0323087
RN02202045	WRAP53	cg06969407	T	0.0187654
RN02202045	BRCA1	cg06973652	N	0.891213
RN02202045	BRCA1	cg06973652	T	0.928238
RN02202045	MET	cg06979656	N	0.630398
RN02202045	MET	cg06979656	T	0.420427
RN02202045	MET	cg06985664	N	0.758753
RN02202045	MET	cg06985664	T	0.873454
RN02202045	CDKN2A	cg07042902	N	0.0509342
RN02202045	CDKN2A	cg07042902	T	0.046552
RN02202045	AKT1	cg07043825	N	0.920856
RN02202045	AKT1	cg07043825	T	0.939162
RN02202045	BRCA1	cg07054526	N	0.938133
RN02202045	BRCA1	cg07054526	T	0.925571
RN02202045	ARID3B	cg07059631	N	0.727615
RN02202045	ARID3B	cg07059631	T	0.798215
RN02202045	CDGAP	cg07074543	N	0.0562376
RN02202045	CDGAP	cg07074543	T	0.0406896
RN02202045	CREBBP	cg07077705	N	0.972395
RN02202045	CREBBP	cg07077705	T	0.975064
RN02202045	IGF1R	cg07084313	N	0.68386
RN02202045	IGF1R	cg07084313	T	0.840243
RN02202045	NEUROD2	cg07098405	N	0.043878
RN02202045	NEUROD2	cg07098405	T	0.0411156
RN02202045	ARID1B	cg07107055	N	0.796361
RN02202045	ARID1B	cg07107055	T	0.797829
RN02202045	CDK4	cg07111005	N	0.0623482
RN02202045	CDK4	cg07111005	T	0.0519295
RN02202045	CDK4	cg07116851	N	0.0581729
RN02202045	CDK4	cg07116851	T	0.119148
RN02202045	ARID1B	cg07139363	N	0.768736
RN02202045	ARID1B	cg07139363	T	0.642984
RN02202045	CCND1	cg07149785	N	0.0648188
RN02202045	CCND1	cg07149785	T	0.0326602
RN02202045	IGF1R	cg07160602	N	0.782945
RN02202045	IGF1R	cg07160602	T	0.907634
RN02202045	AKT1	cg07160992	N	0.785848
RN02202045	AKT1	cg07160992	T	0.949021
RN02202045	CDKN2A-AS1	cg07193470	N	0.723103
RN02202045	CDKN2A-AS1	cg07193470	T	0.819679
RN02202045	PIK3CA	cg07195990	N	0.0331466
RN02202045	PIK3CA	cg07195990	T	0.0341648
RN02202045	AKT1	cg07197515	N	0.10592
RN02202045	AKT1	cg07197515	T	0.0897913
RN02202045	RAF1	cg07199562	N	0.893503
RN02202045	RAF1	cg07199562	T	0.903629
RN02202045	ARID1B	cg07212702	N	0.789283
RN02202045	ARID1B	cg07212702	T	0.883468
RN02202045	IGF1R	cg07253310	N	0.917246
RN02202045	IGF1R	cg07253310	T	0.949097
RN02202045	ERBB3	cg07266886	N	0.833802
RN02202045	ERBB3	cg07266886	T	0.915613
RN02202045	CCND1	cg07295918	N	0.772749
RN02202045	CCND1	cg07295918	T	0.728624
RN02202045	RB1	cg07297964	N	0.809139
RN02202045	RB1	cg07297964	T	0.903523
RN02202045	IGF1R	cg07302599	N	0.40363
RN02202045	IGF1R	cg07302599	T	0.699276
RN02202045	ARID1B	cg07316978	N	0.930422
RN02202045	ARID1B	cg07316978	T	0.944517
RN02202045	RB1	cg07320819	N	0.0405749
RN02202045	RB1	cg07320819	T	0.0394539
RN02202045	TEX14	cg07329131	N	0.931658
RN02202045	TEX14	cg07329131	T	0.952823
RN02202045	WRAP53	cg07343727	N	0.0478392
RN02202045	WRAP53	cg07343727	T	0.0432614
RN02202045	ALK	cg07364184	N	0.931744
RN02202045	ALK	cg07364184	T	0.958758
RN02202045	PIK3CA	cg07379601	N	0.023619
RN02202045	PIK3CA	cg07379601	T	0.0177471
RN02202045	ARID1B	cg07409602	N	0.047788
RN02202045	ARID1B	cg07409602	T	0.0470679
RN02202045	ALK	cg07443217	N	0.0642748
RN02202045	ALK	cg07443217	T	0.059498
RN02202045	PALB2	cg07452489	N	0.604768
RN02202045	PALB2	cg07452489	T	0.560979
RN02202045	MDM2	cg07459089	N	0.927834
RN02202045	MDM2	cg07459089	T	0.913758
RN02202045	MDM2	cg07484813	N	0.0983528
RN02202045	MDM2	cg07484813	T	0.110669
RN02202045	EGFR	cg07490542	N	0.824837
RN02202045	EGFR	cg07490542	T	0.884603
RN02202045	ALK	cg07492739	N	0.74055
RN02202045	ALK	cg07492739	T	0.896585
RN02202045	GATA3-AS1	cg07508910	N	0.16119
RN02202045	GATA3-AS1	cg07508910	T	0.41038
RN02202045	FLJ45983	cg07516470	N	0.0847744
RN02202045	FLJ45983	cg07516470	T	0.0429237
RN02202045	ALK	cg07542104	N	0.471987
RN02202045	ALK	cg07542104	T	0.621867
RN02202045	CDKN2A	cg07562918	N	0.0890103
RN02202045	CDKN2A	cg07562918	T	0.0669928
RN02202045	ALK	cg07575565	N	0.811132
RN02202045	ALK	cg07575565	T	0.882499
RN02202045	ARID1B	cg07577837	N	0.911014
RN02202045	ARID1B	cg07577837	T	0.929596
RN02202045	FLJ45983	cg07578663	N	0.0375524
RN02202045	FLJ45983	cg07578663	T	0.0296165
RN02202045	IGF1R	cg07615383	N	0.351909
RN02202045	IGF1R	cg07615383	T	0.467607
RN02202045	CREBBP	cg07618675	N	0.800531
RN02202045	CREBBP	cg07618675	T	0.853388
RN02202045	EGFR	cg07626206	N	0.435922
RN02202045	EGFR	cg07626206	T	0.505124
RN02202045	PALB2	cg07627390	N	0.0459585
RN02202045	PALB2	cg07627390	T	0.0381573
RN02202045	PTEN	cg07655693	N	0.0468259
RN02202045	PTEN	cg07655693	T	0.0342213
RN02202045	CCND1	cg07663571	N	0.0288477
RN02202045	CCND1	cg07663571	T	0.0348477
RN02202045	ARID1A	cg07674974	N	0.59825
RN02202045	ARID1A	cg07674974	T	0.7111
RN02202045	ARID3B	cg07708777	N	0.760651
RN02202045	ARID3B	cg07708777	T	0.943801
RN02202045	ARID1B	cg07726426	N	0.780492
RN02202045	ARID1B	cg07726426	T	0.826336
RN02202045	TP53	cg07760161	N	0.579294
RN02202045	TP53	cg07760161	T	0.34717
RN02202045	CDH1	cg07762788	N	0.901972
RN02202045	CDH1	cg07762788	T	0.917053
RN02202045	CTCF	cg07763701	N	0.904049
RN02202045	CTCF	cg07763701	T	0.835815
RN02202045	IGF1R	cg07779120	N	0.0449362
RN02202045	IGF1R	cg07779120	T	0.0310077
RN02202045	CCND1	cg07781399	N	0.0767893
RN02202045	CCND1	cg07781399	T	0.0521882
RN02202045	CDK4	cg07788451	N	0.0505273
RN02202045	CDK4	cg07788451	T	0.0449963
RN02202045	CDGAP	cg07794554	N	0.0624981
RN02202045	CDGAP	cg07794554	T	0.0547098
RN02202045	IGF1R	cg07813285	N	0.936388
RN02202045	IGF1R	cg07813285	T	0.960669
RN02202045	AKT1	cg07820552	N	0.915045
RN02202045	AKT1	cg07820552	T	0.906164
RN02202045	IGF1R	cg07838604	N	0.720105
RN02202045	IGF1R	cg07838604	T	0.796921
RN02202045	EGFR	cg07845171	N	0.887154
RN02202045	EGFR	cg07845171	T	0.696549
RN02202045	PTEN	cg07848764	N	0.704135
RN02202045	PTEN	cg07848764	T	0.860056
RN02202045	PALB2	cg07866179	N	0.0295364
RN02202045	PALB2	cg07866179	T	0.0215741
RN02202045	ALK	cg07871302	N	0.921942
RN02202045	ALK	cg07871302	T	0.924745
RN02202045	MYC	cg07871324	N	0.0381902
RN02202045	MYC	cg07871324	T	0.0298499
RN02202045	RB1	cg07880715	N	0.7069
RN02202045	RB1	cg07880715	T	0.88436
RN02202045	IGF1R	cg07911768	N	0.809559
RN02202045	IGF1R	cg07911768	T	0.825701
RN02202045	NBR1	cg07912561	N	0.0791894
RN02202045	NBR1	cg07912561	T	0.0822371
RN02202045	IGF1R	cg07936846	N	0.769193
RN02202045	IGF1R	cg07936846	T	0.627542
RN02202045	NEUROD2	cg07960154	N	0.051485
RN02202045	NEUROD2	cg07960154	T	0.0827161
RN02202045	ARID1B	cg07965326	N	0.913226
RN02202045	ARID1B	cg07965326	T	0.941977
RN02202045	CTCF	cg07967402	N	0.0410387
RN02202045	CTCF	cg07967402	T	0.0323543
RN02202045	GATA3	cg07989490	N	0.952389
RN02202045	GATA3	cg07989490	T	0.967263
RN02202045	TP53	cg07991600	N	0.0629782
RN02202045	TP53	cg07991600	T	0.0512762
RN02202045	NEUROD2	cg07997493	N	0.0767426
RN02202045	NEUROD2	cg07997493	T	0.0601056
RN02202045	NOTCH3	cg08013143	N	0.92271
RN02202045	NOTCH3	cg08013143	T	0.925347
RN02202045	IGF1R	cg08029449	N	0.906699
RN02202045	IGF1R	cg08029449	T	0.661738
RN02202045	IGF1R	cg08048831	N	0.919085
RN02202045	IGF1R	cg08048831	T	0.959465
RN02202045	CDH1	cg08051386	N	0.840342
RN02202045	CDH1	cg08051386	T	0.474437
RN02202045	CREBBP	cg08051625	N	0.964148
RN02202045	CREBBP	cg08051625	T	0.971497
RN02202045	ALK	cg08051679	N	0.658652
RN02202045	ALK	cg08051679	T	0.807832
RN02202045	MET	cg08074000	N	0.568219
RN02202045	MET	cg08074000	T	0.562747
RN02202045	TP53	cg08119584	N	0.0291455
RN02202045	TP53	cg08119584	T	0.0279599
RN02202045	IGF1R	cg08138544	N	0.0355126
RN02202045	IGF1R	cg08138544	T	0.0255543
RN02202045	RAD51C	cg08140274	N	0.954294
RN02202045	RAD51C	cg08140274	T	0.975148
RN02202045	BRCA2	cg08157964	N	0.0315665
RN02202045	BRCA2	cg08157964	T	0.0266531
RN02202045	CCND1	cg08170622	N	0.029764
RN02202045	CCND1	cg08170622	T	0.0259225
RN02202045	EGFR	cg08197461	N	0.673678
RN02202045	EGFR	cg08197461	T	0.86964
RN02202045	CREBBP	cg08211120	N	0.965166
RN02202045	CREBBP	cg08211120	T	0.965681
RN02202045	ALK	cg08247465	N	0.692849
RN02202045	ALK	cg08247465	T	0.291324
RN02202045	ARID1B	cg08268892	N	0.833008
RN02202045	ARID1B	cg08268892	T	0.894183
RN02202045	ERBB3	cg08269173	N	0.558727
RN02202045	ERBB3	cg08269173	T	0.844355
RN02202045	CREBBP	cg08284826	N	0.91324
RN02202045	CREBBP	cg08284826	T	0.951779
RN02202045	CDH1	cg08285862	N	0.956452
RN02202045	CDH1	cg08285862	T	0.960831
RN02202045	IGF1R	cg08307952	N	0.866219
RN02202045	IGF1R	cg08307952	T	0.848336
RN02202045	ARID1B	cg08308556	N	0.0811912
RN02202045	ARID1B	cg08308556	T	0.0318323
RN02202045	IGF1R	cg08315825	N	0.938947
RN02202045	IGF1R	cg08315825	T	0.969293
RN02202045	CTCF	cg08324636	N	0.0530561
RN02202045	CTCF	cg08324636	T	0.0372786
RN02202045	ALK	cg08335587	N	0.607248
RN02202045	ALK	cg08335587	T	0.67136
RN02202045	ALK	cg08340798	N	0.911412
RN02202045	ALK	cg08340798	T	0.943753
RN02202045	CDH1	cg08344210	N	0.861544
RN02202045	CDH1	cg08344210	T	0.837217
RN02202045	FLJ45983	cg08347183	N	0.0470237
RN02202045	FLJ45983	cg08347183	T	0.031372
RN02202045	NEUROD2	cg08348709	N	0.0565115
RN02202045	NEUROD2	cg08348709	T	0.0957503
RN02202045	DCTN5	cg08350734	N	0.0488018
RN02202045	DCTN5	cg08350734	T	0.0484865
RN02202045	PTEN	cg08363193	N	0.813898
RN02202045	PTEN	cg08363193	T	0.921498
RN02202045	CREBBP	cg08364730	N	0.811113
RN02202045	CREBBP	cg08364730	T	0.921432
RN02202045	LPAR6	cg08377570	N	0.944121
RN02202045	LPAR6	cg08377570	T	0.951556
RN02202045	RB1	cg08383063	N	0.0534368
RN02202045	RB1	cg08383063	T	0.0358975
RN02202045	BRCA1	cg08386886	N	0.163893
RN02202045	BRCA1	cg08386886	T	0.464162
RN02202045	CDKN2BAS	cg08390209	N	0.504928
RN02202045	CDKN2BAS	cg08390209	T	0.599875
RN02202045	CTCF	cg08395748	N	0.93845
RN02202045	CTCF	cg08395748	T	0.947985
RN02202045	CREBBP	cg08402498	N	0.827926
RN02202045	CREBBP	cg08402498	T	0.90018
RN02202045	EGFR	cg08428266	N	0.919739
RN02202045	EGFR	cg08428266	T	0.912328
RN02202045	MYC	cg08428512	N	0.0351407
RN02202045	MYC	cg08428512	T	0.0411875
RN02202045	ARID1B	cg08484668	N	0.951623
RN02202045	ARID1B	cg08484668	T	0.959663
RN02202045	CREBBP	cg08506924	N	0.0797669
RN02202045	CREBBP	cg08506924	T	0.0731782
RN02202045	ALK	cg08515635	N	0.383048
RN02202045	ALK	cg08515635	T	0.687564
RN02202045	ARID1B	cg08516596	N	0.303287
RN02202045	ARID1B	cg08516596	T	0.337743
RN02202045	MYC	cg08526705	N	0.813383
RN02202045	MYC	cg08526705	T	0.723107
RN02202045	IGF1R	cg08538069	N	0.925527
RN02202045	IGF1R	cg08538069	T	0.969936
RN02202045	MDM2	cg08547457	N	0.95527
RN02202045	MDM2	cg08547457	T	0.956303
RN02202045	ERBB2	cg08585669	N	0.95167
RN02202045	ERBB2	cg08585669	T	0.962756
RN02202045	PTEN	cg08602305	N	0.0266572
RN02202045	PTEN	cg08602305	T	0.0216169
RN02202045	ARID1A	cg08605038	N	0.821781
RN02202045	ARID1A	cg08605038	T	0.93218
RN02202045	CREBBP	cg08606573	N	0.943918
RN02202045	CREBBP	cg08606573	T	0.965764
RN02202045	ARID1B	cg08614771	N	0.041446
RN02202045	ARID1B	cg08614771	T	0.0266882
RN02202045	CDH1	cg08616585	N	0.839005
RN02202045	CDH1	cg08616585	T	0.901903
RN02202045	CDH1	cg08617008	N	0.96532
RN02202045	CDH1	cg08617008	T	0.976931
RN02202045	IGF1R	cg08639847	N	0.948772
RN02202045	IGF1R	cg08639847	T	0.958125
RN02202045	RB1	cg08644711	N	0.0639794
RN02202045	RB1	cg08644711	T	0.046809
RN02202045	CDH1	cg08664874	N	0.946018
RN02202045	CDH1	cg08664874	T	0.965989
RN02202045	CDKN2A	cg08686553	N	0.22638
RN02202045	CDKN2A	cg08686553	T	0.597447
RN02202045	TP53	cg08691422	N	0.367135
RN02202045	TP53	cg08691422	T	0.338574
RN02202045	CDH1	cg08696401	N	0.869314
RN02202045	CDH1	cg08696401	T	0.92983
RN02202045	ARHGAP31-AS1	cg08698339	N	0.0476834
RN02202045	ARHGAP31-AS1	cg08698339	T	0.0367348
RN02202045	CDKN2B	cg08700949	N	0.0417208
RN02202045	CDKN2B	cg08700949	T	0.0541032
RN02202045	IGF1R	cg08702550	N	0.826878
RN02202045	IGF1R	cg08702550	T	0.480972
RN02202045	FLJ45983	cg08707112	N	0.0776392
RN02202045	FLJ45983	cg08707112	T	0.0512456
RN02202045	PIK3CA	cg08716009	N	0.874472
RN02202045	PIK3CA	cg08716009	T	0.950124
RN02202045	IGF1R	cg08729686	N	0.319439
RN02202045	IGF1R	cg08729686	T	0.283763
RN02202045	ARID1B	cg08750740	N	0.638086
RN02202045	ARID1B	cg08750740	T	0.82151
RN02202045	MIR4466	cg08759764	N	0.238336
RN02202045	MIR4466	cg08759764	T	0.200683
RN02202045	PALB2	cg08762306	N	0.306298
RN02202045	PALB2	cg08762306	T	0.364495
RN02202045	IGF1R	cg08762449	N	0.0376108
RN02202045	IGF1R	cg08762449	T	0.0265318
RN02202045	IGF1R	cg08778287	N	0.773794
RN02202045	IGF1R	cg08778287	T	0.790227
RN02202045	LPAR6	cg08778908	N	0.71405
RN02202045	LPAR6	cg08778908	T	0.68952
RN02202045	ARID1B	cg08783584	N	0.943699
RN02202045	ARID1B	cg08783584	T	0.960464
RN02202045	MDM2	cg08797454	N	0.0358606
RN02202045	MDM2	cg08797454	T	0.0157201
RN02202045	IGF1R	cg08848814	N	0.519117
RN02202045	IGF1R	cg08848814	T	0.528471
RN02202045	PTEN	cg08859916	N	0.0371027
RN02202045	PTEN	cg08859916	T	0.0265856
RN02202045	MAP2K4	cg08891406	N	0.0207283
RN02202045	MAP2K4	cg08891406	T	0.0220632
RN02202045	CREBBP	cg08912210	N	0.880733
RN02202045	CREBBP	cg08912210	T	0.895348
RN02202045	CREBBP	cg08917023	N	0.957016
RN02202045	CREBBP	cg08917023	T	0.967907
RN02202045	IGF1R	cg08920032	N	0.913217
RN02202045	IGF1R	cg08920032	T	0.807332
RN02202045	EGFR	cg08937890	N	0.921643
RN02202045	EGFR	cg08937890	T	0.926861
RN02202045	IGF1R	cg08943010	N	0.387389
RN02202045	IGF1R	cg08943010	T	0.554567
RN02202045	ATM	cg08954307	N	0.95033
RN02202045	ATM	cg08954307	T	0.964822
RN02202045	PTEN	cg08960754	N	0.0393973
RN02202045	PTEN	cg08960754	T	0.0436475
RN02202045	MET	cg08964563	N	0.787565
RN02202045	MET	cg08964563	T	0.788834
RN02202045	CREBBP	cg08964948	N	0.942889
RN02202045	CREBBP	cg08964948	T	0.965259
RN02202045	EGFR	cg08987011	N	0.945369
RN02202045	EGFR	cg08987011	T	0.935869
RN02202045	BRCA1	cg08993267	N	0.0372603
RN02202045	BRCA1	cg08993267	T	0.425078
RN02202045	PTEN	cg08995089	N	0.0390866
RN02202045	PTEN	cg08995089	T	0.0327497
RN02202045	NBR1	cg09019013	N	0.0256086
RN02202045	NBR1	cg09019013	T	0.0314214
RN02202045	WRAP53	cg09025002	N	0.541175
RN02202045	WRAP53	cg09025002	T	0.413341
RN02202045	IGF1R	cg09045933	N	0.673779
RN02202045	IGF1R	cg09045933	T	0.782614
RN02202045	CDGAP	cg09081994	N	0.844783
RN02202045	CDGAP	cg09081994	T	0.919925
RN02202045	CDK4	cg09096528	N	0.0334332
RN02202045	CDK4	cg09096528	T	0.0250862
RN02202045	BRCA2	cg09102017	N	0.029691
RN02202045	BRCA2	cg09102017	T	0.0338383
RN02202045	ARHGAP31	cg09105793	N	0.53817
RN02202045	ARHGAP31	cg09105793	T	0.539659
RN02202045	ALK	cg09142141	N	0.830118
RN02202045	ALK	cg09142141	T	0.844381
RN02202045	TP53	cg09168066	N	0.477719
RN02202045	TP53	cg09168066	T	0.61248
RN02202045	ARID1A	cg09214447	N	0.221721
RN02202045	ARID1A	cg09214447	T	0.335322
RN02202045	CDH1	cg09220040	N	0.803529
RN02202045	CDH1	cg09220040	T	0.9044
RN02202045	CDKN2B-AS1	cg09222585	N	0.791506
RN02202045	CDKN2B-AS1	cg09222585	T	0.465917
RN02202045	ARID1B	cg09226014	N	0.824098
RN02202045	ARID1B	cg09226014	T	0.837292
RN02202045	ARID1B	cg09247358	N	0.382509
RN02202045	ARID1B	cg09247358	T	0.412305
RN02202045	ALK	cg09251630	N	0.919119
RN02202045	ALK	cg09251630	T	0.920457
RN02202045	MDM2	cg09253725	N	0.914716
RN02202045	MDM2	cg09253725	T	0.944386
RN02202045	ARID1B	cg09254119	N	0.554373
RN02202045	ARID1B	cg09254119	T	0.814955
RN02202045	NOTCH3	cg09265397	N	0.336285
RN02202045	NOTCH3	cg09265397	T	0.612474
RN02202045	CREBBP	cg09269891	N	0.531281
RN02202045	CREBBP	cg09269891	T	0.332382
RN02202045	EGFR	cg09279056	N	0.714435
RN02202045	EGFR	cg09279056	T	0.931093
RN02202045	ARID1B	cg09290245	N	0.892135
RN02202045	ARID1B	cg09290245	T	0.960576
RN02202045	ARID1B	cg09303429	N	0.92791
RN02202045	ARID1B	cg09303429	T	0.912651
RN02202045	ARID3B	cg09306061	N	0.961609
RN02202045	ARID3B	cg09306061	T	0.967063
RN02202045	CREBBP	cg09306986	N	0.949757
RN02202045	CREBBP	cg09306986	T	0.96181
RN02202045	RAF1	cg09326546	N	0.0374539
RN02202045	RAF1	cg09326546	T	0.022681
RN02202045	ALK	cg09334285	N	0.568873
RN02202045	ALK	cg09334285	T	0.649576
RN02202045	ALK	cg09339630	N	0.776131
RN02202045	ALK	cg09339630	T	0.896945
RN02202045	ERBB3	cg09348347	N	0.486653
RN02202045	ERBB3	cg09348347	T	0.282885
RN02202045	EGFR	cg09378783	N	0.838731
RN02202045	EGFR	cg09378783	T	0.831292
RN02202045	ATM	cg09381630	N	0.927347
RN02202045	ATM	cg09381630	T	0.952442
RN02202045	NEUROD2	cg09393675	N	0.0678621
RN02202045	NEUROD2	cg09393675	T	0.0748372
RN02202045	ERBB3	cg09395955	N	0.545897
RN02202045	ERBB3	cg09395955	T	0.74772
RN02202045	CDH1	cg09406989	N	0.268824
RN02202045	CDH1	cg09406989	T	0.220985
RN02202045	ALK	cg09420659	N	0.775888
RN02202045	ALK	cg09420659	T	0.875579
RN02202045	NBR2	cg09441966	N	0.0512531
RN02202045	NBR2	cg09441966	T	0.544158
RN02202045	PTEN	cg09472211	N	0.051227
RN02202045	PTEN	cg09472211	T	0.0385177
RN02202045	ATM	cg09493837	N	0.903871
RN02202045	ATM	cg09493837	T	0.923146
RN02202045	DCTN5	cg09500317	N	0.0858869
RN02202045	DCTN5	cg09500317	T	0.0708226
RN02202045	CDK4	cg09504352	N	0.0294598
RN02202045	CDK4	cg09504352	T	0.0179284
RN02202045	PIK3CA	cg09516650	N	0.960682
RN02202045	PIK3CA	cg09516650	T	0.980605
RN02202045	CREBBP	cg09519954	N	0.917909
RN02202045	CREBBP	cg09519954	T	0.951249
RN02202045	CCND1	cg09520904	N	0.474385
RN02202045	CCND1	cg09520904	T	0.522141
RN02202045	PTEN	cg09528884	N	0.03459
RN02202045	PTEN	cg09528884	T	0.02128
RN02202045	PIK3CA	cg09539481	N	0.0513479
RN02202045	PIK3CA	cg09539481	T	0.0375576
RN02202045	PTEN	cg09544159	N	0.853912
RN02202045	PTEN	cg09544159	T	0.853206
RN02202045	NOTCH3	cg09544338	N	0.109568
RN02202045	NOTCH3	cg09544338	T	0.080394
RN02202045	ELDR	cg09549078	N	0.902674
RN02202045	ELDR	cg09549078	T	0.955448
RN02202045	PTEN	cg09550257	N	0.0388799
RN02202045	PTEN	cg09550257	T	0.0257463
RN02202045	CCND1	cg09551996	N	0.0843423
RN02202045	CCND1	cg09551996	T	0.0782923
RN02202045	CREBBP	cg09566021	N	0.558137
RN02202045	CREBBP	cg09566021	T	0.310078
RN02202045	MYC	cg09611124	N	0.0424908
RN02202045	MYC	cg09611124	T	0.022458
RN02202045	CCND1	cg09637363	N	0.537377
RN02202045	CCND1	cg09637363	T	0.411467
RN02202045	BRCA1	cg09648631	N	0.947061
RN02202045	BRCA1	cg09648631	T	0.946239
RN02202045	NBR1	cg09686347	N	0.0279488
RN02202045	NBR1	cg09686347	T	0.0211787
RN02202045	ARID1B	cg09694281	N	0.58545
RN02202045	ARID1B	cg09694281	T	0.814463
RN02202045	CDKN2A	cg09695126	N	0.476325
RN02202045	CDKN2A	cg09695126	T	0.754566
RN02202045	BRCA2	cg09698981	N	0.169509
RN02202045	BRCA2	cg09698981	T	0.104227
RN02202045	PALB2	cg09705885	N	0.0289199
RN02202045	PALB2	cg09705885	T	0.0231786
RN02202045	ARID1A	cg09707140	N	0.949537
RN02202045	ARID1A	cg09707140	T	0.964031
RN02202045	ARID1B	cg09726890	N	0.892674
RN02202045	ARID1B	cg09726890	T	0.590229
RN02202045	FLJ45983	cg09728012	N	0.0272835
RN02202045	FLJ45983	cg09728012	T	0.0126164
RN02202045	CREBBP	cg09740815	N	0.883785
RN02202045	CREBBP	cg09740815	T	0.894085
RN02202045	LPAR6	cg09750084	N	0.530378
RN02202045	LPAR6	cg09750084	T	0.641308
RN02202045	RB1	cg09751228	N	0.955258
RN02202045	RB1	cg09751228	T	0.968269
RN02202045	NOTCH3	cg09752223	N	0.654972
RN02202045	NOTCH3	cg09752223	T	0.76345
RN02202045	CDKN2B-AS1	cg09776804	N	0.0371365
RN02202045	CDKN2B-AS1	cg09776804	T	0.0273274
RN02202045	ERBB3	cg09777064	N	0.961562
RN02202045	ERBB3	cg09777064	T	0.951603
RN02202045	MDM2	cg09781971	N	0.0510384
RN02202045	MDM2	cg09781971	T	0.0576525
RN02202045	CCND1	cg09801353	N	0.0268451
RN02202045	CCND1	cg09801353	T	0.0203174
RN02202045	ATM	cg09808176	N	0.0436445
RN02202045	ATM	cg09808176	T	0.0234125
RN02202045	IGF1R	cg09824900	N	0.211618
RN02202045	IGF1R	cg09824900	T	0.0509291
RN02202045	BRCA1	cg09831010	N	0.0382868
RN02202045	BRCA1	cg09831010	T	0.577581
RN02202045	ARID1A	cg09849688	N	0.503745
RN02202045	ARID1A	cg09849688	T	0.469592
RN02202045	RAF1	cg09856107	N	0.811385
RN02202045	RAF1	cg09856107	T	0.870795
RN02202045	ERBB2	cg09875273	N	0.0197738
RN02202045	ERBB2	cg09875273	T	0.0174217
RN02202045	IGF1R	cg09880921	N	0.261984
RN02202045	IGF1R	cg09880921	T	0.12509
RN02202045	ALK	cg09942743	N	0.386256
RN02202045	ALK	cg09942743	T	0.455165
RN02202045	IGF1R	cg09992204	N	0.945797
RN02202045	IGF1R	cg09992204	T	0.961575
RN02202045	ALK	cg09996077	N	0.8244
RN02202045	ALK	cg09996077	T	0.831768
RN02202045	EGFR	cg10002850	N	0.615355
RN02202045	EGFR	cg10002850	T	0.921657
RN02202045	ARID1B	cg10023565	N	0.920801
RN02202045	ARID1B	cg10023565	T	0.937745
RN02202045	PTEN	cg10041390	N	0.0277025
RN02202045	PTEN	cg10041390	T	0.0194292
RN02202045	PA2G4	cg10056728	N	0.605389
RN02202045	PA2G4	cg10056728	T	0.654962
RN02202045	ERBB3	cg10057843	N	0.0316732
RN02202045	ERBB3	cg10057843	T	0.0294659
RN02202045	ARID1B	cg10059410	N	0.926495
RN02202045	ARID1B	cg10059410	T	0.948098
RN02202045	EGFR	cg10078057	N	0.718085
RN02202045	EGFR	cg10078057	T	0.92657
RN02202045	GATA3	cg10089865	N	0.583375
RN02202045	GATA3	cg10089865	T	0.865907
RN02202045	AKT1	cg10100767	N	0.954868
RN02202045	AKT1	cg10100767	T	0.951936
RN02202045	BRCA1	cg10125569	N	0.0377408
RN02202045	BRCA1	cg10125569	T	0.424169
RN02202045	CDKN2B-AS1	cg10140648	N	0.933057
RN02202045	CDKN2B-AS1	cg10140648	T	0.914857
RN02202045	NEUROD2	cg10141377	N	0.0453341
RN02202045	NEUROD2	cg10141377	T	0.0379199
RN02202045	EGFR	cg10154108	N	0.903952
RN02202045	EGFR	cg10154108	T	0.542061
RN02202045	GATA3	cg10163955	N	0.624769
RN02202045	GATA3	cg10163955	T	0.769613
RN02202045	ALK	cg10179251	N	0.47228
RN02202045	ALK	cg10179251	T	0.699615
RN02202045	NBR2	cg10179518	N	0.469474
RN02202045	NBR2	cg10179518	T	0.360966
RN02202045	EGFR	cg10188975	N	0.755861
RN02202045	EGFR	cg10188975	T	0.869546
RN02202045	IGF1R	cg10190035	N	0.956377
RN02202045	IGF1R	cg10190035	T	0.966627
RN02202045	NBR2	cg10200559	N	0.656826
RN02202045	NBR2	cg10200559	T	0.485899
