chromosome	start_pos	end_pos	gene	log2	cn	depth	probes	weight	sample_id
chr12	48397850	64491250	CDK4	-0.123126	2	107.695	3439	901.27	RN02242105
chr12	48397850	64491250	STAT2	-0.123126	2	107.695	3439	901.27	RN02242105
chr12	48397850	64491250	GDF11	-0.123126	2	107.695	3439	901.27	RN02242105
chr12	48397850	64491250	INHBC	-0.123126	2	107.695	3439	901.27	RN02242105
chr12	48397850	64491250	DTX3	-0.123126	2	107.695	3439	901.27	RN02242105
chr12	48397850	64491250	CDK2	-0.123126	2	107.695	3439	901.27	RN02242105
chr12	48397850	64491250	MMP19	-0.123126	2	107.695	3439	901.27	RN02242105
chr12	64491750	133841395	MMP17	0.00751842	2	83.7946	6910	1923.3	RN02242105
chr12	64491750	133841395	IGF1	0.00751842	2	83.7946	6910	1923.3	RN02242105
chr12	64491750	133841395	E2F7	0.00751842	2	83.7946	6910	1923.3	RN02242105
chr12	64491750	133841395	NCOR2	0.00751842	2	83.7946	6910	1923.3	RN02242105
chr12	64491750	133841395	APAF1	0.00751842	2	83.7946	6910	1923.3	RN02242105
chr12	64491750	133841395	DTX1	0.00751842	2	83.7946	6910	1923.3	RN02242105
chr12	64491750	133841395	MDM2	0.00751842	2	83.7946	6910	1923.3	RN02242105
chr13	31035658	115091802	CCNA1	-0.00575843	2	67.7964	4426	1395.98	RN02242105
chr13	31035658	115091802	ARL11	-0.00575843	2	67.7964	4426	1395.98	RN02242105
chr13	31035658	115091802	SMAD9	-0.00575843	2	67.7964	4426	1395.98	RN02242105
chr13	31035658	115091802	FOXO1	-0.00575843	2	67.7964	4426	1395.98	RN02242105
chr13	31035658	115091802	RB1	-0.00575843	2	67.7964	4426	1395.98	RN02242105
chr13	31035658	115091802	BRCA2	-0.00575843	2	67.7964	4426	1395.98	RN02242105
chr14	19057400	23947316	MMP14	0.00121559	2	108.242	1192	311.822	RN02242105
chr14	24905519	80328349	SNW1	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	24905519	80328349	TGFB3	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	24905519	80328349	BMP4	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	24905519	80328349	NUMB	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	24905519	80328349	FANCM	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	24905519	80328349	HIF1A	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	24905519	80328349	RAD51B	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	24905519	80328349	PSEN1	-0.000648176	2	78.6761	4721	1362.46	RN02242105
chr14	104508383	105405754	AKT1	-0.766154	1	100.479	175	46.5531	RN02242105
chr14	105405754	106470816	JAG2	-0.204563	2	114.8	263	64.9677	RN02242105
chr15	40660634	42111885	RAD51	-0.0609235	2	108.725	494	125.193	RN02242105
chr15	40660634	42111885	DLL4	-0.0609235	2	108.725	494	125.193	RN02242105
chr15	42192802	69349102	MAPK6	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	MAP2K1	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	SMAD3	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	TP53BP1	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	SMAD6	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	MAP2K5	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	ADAM10	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	APH1B	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	42192802	69349102	CYP19A1	-0.0562532	2	87.4676	3965	1049.22	RN02242105
chr15	77344611	102389745	IGF1R	-0.00752653	2	88.8723	2381	681.407	RN02242105
chr15	77344611	102389745	FANCI	-0.00752653	2	88.8723	2381	681.407	RN02242105
chr15	77344611	102389745	BLM	-0.00752653	2	88.8723	2381	681.407	RN02242105
chr16	97449	2342294	MLST8	0.392077	3	159.648	1189	295.248	RN02242105
chr16	97449	2342294	TSC2	0.392077	3	159.648	1189	295.248	RN02242105
chr16	2345585	35193080	MMP25	0.578289	3	128.298	4487	1191.64	RN02242105
chr16	2345585	35193080	PDPK1	0.578289	3	128.298	4487	1191.64	RN02242105
chr16	2345585	35193080	PALB2	0.578289	3	128.298	4487	1191.64	RN02242105
chr16	2345585	35193080	MAPK3	0.578289	3	128.298	4487	1191.64	RN02242105
chr16	51175645	67183871	MMP2	-1.20193	1	67.6704	1339	386.104	RN02242105
chr16	51175645	67183871	RBL2	-1.20193	1	67.6704	1339	386.104	RN02242105
chr16	51175645	67183871	MMP15	-1.20193	1	67.6704	1339	386.104	RN02242105
chr16	67183871	67692255	E2F4	-1.8504	1	102.443	301	76.7713	RN02242105
chr16	67692456	70874121	CDH1	-1.02693	1	93.5758	814	210.361	RN02242105
chr16	71209481	88493411	WWOX	-1.08341	1	72.9792	1627	462.357	RN02242105
chr16	89293043	90161242	FANCA	-0.630862	1	117.168	332	79.4784	RN02242105
chr17	6002	10203626	TP53	-1.13956	1	94.3834	2765	718.48	RN02242105
chr17	6002	10203626	DPH1	-1.13956	1	94.3834	2765	718.48	RN02242105
chr17	6002	10203626	RPA1	-1.13956	1	94.3834	2765	718.48	RN02242105
chr17	6002	10203626	HES7	-1.13956	1	94.3834	2765	718.48	RN02242105
chr17	10204126	15897243	MAP2K4	-0.682387	1	79.7377	637	171.647	RN02242105
chr17	18945119	22220573	MAPK7	0.473117	3	106.148	326	87.0447	RN02242105
chr17	18945119	22220573	MAP2K3	0.473117	3	106.148	326	87.0447	RN02242105
chr17	27945809	36486597	NF1	0.506455	3	106.383	1259	329.635	RN02242105
chr17	27945809	36486597	RAD51D	0.506455	3	106.383	1259	329.635	RN02242105
chr17	27945809	36486597	MMP28	0.506455	3	106.383	1259	329.635	RN02242105
chr17	36891442	37687513	CDK12	0.510272	3	126.286	221	55.7658	RN02242105
chr17	37687517	38788032	ERBB2	-0.228236	2	109.451	364	93.4069	RN02242105
chr17	37687517	38788032	CDK12	-0.228236	2	109.451	364	93.4069	RN02242105
chr17	39596848	48166593	BRCA1	-0.0681699	2	111.33	2195	558.623	RN02242105
chr17	39596848	48166593	STAT3	-0.0681699	2	111.33	2195	558.623	RN02242105
chr17	39596848	48166593	STAT5B	-0.0681699	2	111.33	2195	558.623	RN02242105
chr17	39596848	48166593	STAT5A	-0.0681699	2	111.33	2195	558.623	RN02242105
chr17	39596848	48166593	ITGB3	-0.0681699	2	111.33	2195	558.623	RN02242105
chr17	48696951	73264379	BRIP1	-0.0234999	2	90.9447	2951	800.184	RN02242105
chr17	48696951	73264379	MAP3K3	-0.0234999	2	90.9447	2951	800.184	RN02242105
chr17	48696951	73264379	RPS6KB1	-0.0234999	2	90.9447	2951	800.184	RN02242105
chr17	48696951	73264379	RAD51C	-0.0234999	2	90.9447	2951	800.184	RN02242105
chr17	73894860	79071405	RPTOR	-0.166888	2	110.137	1141	300.252	RN02242105
chr17	79071905	80198031	RFNG	-0.468595	1	123.411	520	128.892	RN02242105
chr18	18520842	76952656	MAPK4	-0.00809791	2	69.6206	3281	1018.91	RN02242105
chr18	18520842	76952656	SMAD4	-0.00809791	2	69.6206	3281	1018.91	RN02242105
chr18	18520842	76952656	SMAD7	-0.00809791	2	69.6206	3281	1018.91	RN02242105
chr18	18520842	76952656	BCL2	-0.00809791	2	69.6206	3281	1018.91	RN02242105
chr18	18520842	76952656	SMAD2	-0.00809791	2	69.6206	3281	1018.91	RN02242105
chr19	107092	9005770	STK11	-0.178166	2	121.684	2800	702.525	RN02242105
chr19	107092	9005770	MAP2K2	-0.178166	2	121.684	2800	702.525	RN02242105
chr19	13136829	15575220	NOTCH3	-0.147639	2	124.098	701	177.66	RN02242105
chr19	16130520	19843798	GDF1	-0.139328	2	123.321	1278	320.38	RN02242105
chr19	16130520	19843798	PIK3R2	-0.139328	2	123.321	1278	320.38	RN02242105
chr19	28263182	37621198	PSENEN	-0.0953237	2	105.173	1302	350.813	RN02242105
chr19	28263182	37621198	CCNE1	-0.0953237	2	105.173	1302	350.813	RN02242105
chr19	38609864	44112241	DLL3	-0.0986532	2	124.612	1724	430.643	RN02242105
chr19	38609864	44112241	TGFB1	-0.0986532	2	124.612	1724	430.643	RN02242105
chr19	38609864	44112241	AKT2	-0.0986532	2	124.612	1724	430.643	RN02242105
chr19	38609864	44112241	NUMBL	-0.0986532	2	124.612	1724	430.643	RN02242105
chr19	38609864	44112241	XRCC1	-0.0986532	2	124.612	1724	430.643	RN02242105
chr19	44832791	52521836	AKT1S1	-0.0992967	2	122.682	2648	664.193	RN02242105
chr19	56235324	58258422	PEG3	0.128353	2	126.585	527	134.948	RN02242105
chr20	68258	26188389	BMP2	-0.0659143	2	83.0825	2188	635.191	RN02242105
chr20	68258	26188389	JAG1	-0.0659143	2	83.0825	2188	635.191	RN02242105
chr20	29420069	49558720	MMP24	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	WFDC2	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	MMP9	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	BCL2L1	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	RBL1	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	E2F1	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	SRC	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	RBPJL	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	29420069	49558720	ITCH	-0.093923	2	95.7832	3056	835.636	RN02242105
chr20	49562323	55929928	BMP7	0.156452	2	87.8534	334	106.641	RN02242105
chr20	49562323	55929928	AURKA	0.156452	2	87.8534	334	106.641	RN02242105
chr21	38792572	48119395	SLC19A1	-0.0862913	2	98.4231	1406	372.311	RN02242105
chr22	19752470	20508931	COMT	-0.70049	1	100.515	180	46.0677	RN02242105
chr22	20717832	37196321	MMP11	-0.0834818	2	103.354	2527	662.357	RN02242105
chr22	20717832	37196321	MAPK1	-0.0834818	2	103.354	2527	662.357	RN02242105
chr22	20717832	37196321	GSTT1	-0.0834818	2	103.354	2527	662.357	RN02242105
chr22	20717832	37196321	CHEK2	-0.0834818	2	103.354	2527	662.357	RN02242105
chr22	37196821	38055071	MFNG	-0.550644	1	108.257	224	56.0766	RN02242105
chr22	38055159	51216455	MAPK12	-0.118701	2	106.707	2443	639.745	RN02242105
chr22	38055159	51216455	CYP2D6	-0.118701	2	106.707	2443	639.745	RN02242105
chr22	38055159	51216455	EP300	-0.118701	2	106.707	2443	639.745	RN02242105
chr22	38055159	51216455	PDGFB	-0.118701	2	106.707	2443	639.745	RN02242105
chrX	2688562	57935882	BMP15	0.134953	2	93.2725	4170	1191.52	RN02242105
chrX	73070834	152908380	ATRX	0.0967115	2	82.6806	4370	1315.08	RN02242105
chr1	65830	1469466	HES4	0.794621	3	161.906	395	125.686	RN15613694
chr1	1470680	3541835	HES5	0.0539315	2	116.434	493	164.304	RN15613694
chr1	1470680	3541835	MMP23B	0.0539315	2	116.434	493	164.304	RN15613694
chr1	3541986	16254852	MTOR	0.364803	3	110.051	1782	608.613	RN15613694
chr1	3541986	16254852	HES2	0.364803	3	110.051	1782	608.613	RN15613694
chr1	3541986	16254852	CASP9	0.364803	3	110.051	1782	608.613	RN15613694
chr1	3541986	16254852	MTHFR	0.364803	3	110.051	1782	608.613	RN15613694
chr1	3541986	16254852	SPEN	0.364803	3	110.051	1782	608.613	RN15613694
chr1	16254852	39456518	HDAC1	0.0938075	2	105.559	4046	1367.76	RN15613694
chr1	16254852	39456518	RPS6KA1	0.0938075	2	105.559	4046	1367.76	RN15613694
chr1	16254852	39456518	ARID1A	0.0938075	2	105.559	4046	1367.76	RN15613694
chr1	16254852	39456518	E2F2	0.0938075	2	105.559	4046	1367.76	RN15613694
chr1	16254852	39456518	SPEN	0.0938075	2	105.559	4046	1367.76	RN15613694
chr1	39463934	40782905	HEYL	-0.2282	2	99.1204	372	126.328	RN15613694
chr1	40783405	94652172	TGFBR3	0.170297	2	84.6738	5099	1813.82	RN15613694
chr1	40783405	94652172	RAD54L	0.170297	2	84.6738	5099	1813.82	RN15613694
chr1	40783405	94652172	ZFYVE9	0.170297	2	84.6738	5099	1813.82	RN15613694
chr1	40783405	94652172	JAK1	0.170297	2	84.6738	5099	1813.82	RN15613694
chr1	40783405	94652172	DIRAS3	0.170297	2	84.6738	5099	1813.82	RN15613694
chr1	110038259	120484429	NRAS	0.194469	2	97.9368	1326	458.765	RN15613694
chr1	110038259	120484429	CSF1	0.194469	2	97.9368	1326	458.765	RN15613694
chr1	110038259	120484429	NOTCH2	0.194469	2	97.9368	1326	458.765	RN15613694
chr1	120491060	121310662	NOTCH2	0.636619	3	106.189	48	14.8144	RN15613694
chr1	143645025	155829633	CD160	0.213748	2	117.005	2298	751.436	RN15613694
chr1	143645025	155829633	APH1A	0.213748	2	117.005	2298	751.436	RN15613694
chr1	155837785	157095116	RAB25	-0.295697	2	112.523	539	178.299	RN15613694
chr1	157095120	168148429	NCSTN	0.216421	2	103.736	1516	528.296	RN15613694
chr1	157095120	168148429	CD244	0.216421	2	103.736	1516	528.296	RN15613694
chr1	202915589	228404456	PSEN2	0.263045	2	93.9316	2778	976.972	RN15613694
chr1	202915589	228404456	PARP1	0.263045	2	93.9316	2778	976.972	RN15613694
chr1	202915589	228404456	TGFB2	0.263045	2	93.9316	2778	976.972	RN15613694
chr1	202915589	228404456	MDM4	0.263045	2	93.9316	2778	976.972	RN15613694
chr2	5547133	27606434	ADAM17	0.410894	3	93.8317	1918	693.36	RN15613694
chr2	5547133	27606434	E2F6	0.410894	3	93.8317	1918	693.36	RN15613694
chr2	33752162	48027796	EPCAM	-0.240279	2	70.3695	1145	412.165	RN15613694
chr2	33752162	48027796	MSH6	-0.240279	2	70.3695	1145	412.165	RN15613694
chr2	33752162	48027796	MSH2	-0.240279	2	70.3695	1145	412.165	RN15613694
chr2	48027796	92267022	BMP10	0.103257	2	82.3339	3341	1201.38	RN15613694
chr2	48027796	92267022	SPTBN1	0.103257	2	82.3339	3341	1201.38	RN15613694
chr2	48027796	92267022	FANCL	0.103257	2	82.3339	3341	1201.38	RN15613694
chr2	48027796	92267022	MSH6	0.103257	2	82.3339	3341	1201.38	RN15613694
chr2	95326671	242130690	STAT1	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	ACVR1	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	TGFBRAP1	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	IDH1	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	MAP3K2	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	CXCR2	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	CIR1	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	INHA	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	CTLA4	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	CXCR1	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	BARD1	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	CASP10	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	ACVR2A	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	ITGAV	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	INHBB	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	ACVR1C	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	CASP8	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	BMPR2	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	95326671	242130690	ERBB4	-0.252539	2	79.3922	13265	4694.53	RN15613694
chr2	242135116	243188873	PDCD1	0.317424	2	113.882	226	76.0542	RN15613694
chr3	722278	90311186	ACVR2B	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	MLH1	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	RAF1	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	CDC25A	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	FANCD2	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	BAP1	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	RASSF1	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	DLEC1	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	722278	90311186	TGFBR2	-0.244422	2	86.1709	8103	2936.51	RN15613694
chr3	93519633	197505378	ATR	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	BTLA	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	TERC	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	EIF5A2	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	TIGIT	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	PIK3CA	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	DTX3L	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	HES1	0.121456	2	81.2356	8488	3039.88	RN15613694
chr3	93519633	197505378	GSK3B	0.121456	2	81.2356	8488	3039.88	RN15613694
chr4	654225	1389640	CTBP1	0.25018	2	125.415	227	75.4062	RN15613694
chr4	1396716	49064030	FGFR3	-0.245543	2	74.4691	3178	1172.7	RN15613694
chr4	1396716	49064030	RBPJ	-0.245543	2	74.4691	3178	1172.7	RN15613694
chr4	52660617	151154049	CXCL8	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	BMP3	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	PDGFRA	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	SMAD1	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	EIF4E	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	BMPR1B	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	NFKB1	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	KIT	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	CASP6	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	KDR	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	52660617	151154049	MAML3	0.0957319	2	71.8592	5976	2207.57	RN15613694
chr4	151160830	190981567	FBXW7	-0.24744	2	66.7331	2141	813.945	RN15613694
chr4	151160830	190981567	CASP3	-0.24744	2	66.7331	2141	813.945	RN15613694
chr5	10500	1588944	TERT	0.616339	3	124.154	357	117.25	RN15613694
chr5	32235079	45907753	DAB2	-0.269815	2	71.5178	1178	418.726	RN15613694
chr5	32235079	45907753	RICTOR	-0.269815	2	71.5178	1178	418.726	RN15613694
chr5	49555074	57750603	MAP3K1	0.161567	2	71.7327	509	184.482	RN15613694
chr5	57750606	122425862	CCNB1	-0.303081	2	63.2389	3767	1398.17	RN15613694
chr5	57750606	122425862	PIK3R1	-0.303081	2	63.2389	3767	1398.17	RN15613694
chr5	122435398	135389777	RAD50	0.0646122	2	81.484	1077	383.027	RN15613694
chr5	135390380	139941516	SMAD5	-0.364765	2	87.871	639	222.617	RN15613694
chr5	139941517	179382799	CSF1R	0.1114	2	98.6857	4052	1438.57	RN15613694
chr5	139941517	179382799	HAVCR2	0.1114	2	98.6857	4052	1438.57	RN15613694
chr5	139941517	179382799	FGF1	0.1114	2	98.6857	4052	1438.57	RN15613694
chr5	139941517	179382799	SPARC	0.1114	2	98.6857	4052	1438.57	RN15613694
chr5	139941517	179382799	PDGFRB	0.1114	2	98.6857	4052	1438.57	RN15613694
chr5	139941517	179382799	MAML1	0.1114	2	98.6857	4052	1438.57	RN15613694
chr5	179390435	180904760	MAPK9	1.04803	4	142.083	217	73.9111	RN15613694
chr6	1060422	25449590	E2F3	0.663401	3	88.0299	1512	563.197	RN15613694
chr6	1060422	25449590	BMP6	0.663401	3	88.0299	1512	563.197	RN15613694
chr6	27115905	30036561	HLA-G	0.221805	2	113.457	465	155.962	RN15613694
chr6	30036963	35765085	FANCE	-0.0646702	2	122.098	2060	687.514	RN15613694
chr6	30036963	35765085	NOTCH4	-0.0646702	2	122.098	2060	687.514	RN15613694
chr6	30036963	35765085	MDC1	-0.0646702	2	122.098	2060	687.514	RN15613694
chr6	35773449	58745455	CDKN1A	0.120556	2	94.6181	2781	977.208	RN15613694
chr6	35773449	58745455	VEGFA	0.120556	2	94.6181	2781	977.208	RN15613694
chr6	35773449	58745455	BMP5	0.120556	2	94.6181	2781	977.208	RN15613694
chr6	35773449	58745455	MAPK14	0.120556	2	94.6181	2781	977.208	RN15613694
chr6	103551354	109691685	FOXO3	0.698881	3	84.6205	422	152.761	RN15613694
chr6	109697215	170043839	PLAGL1	-0.229441	2	73.8524	4620	1670.23	RN15613694
chr6	109697215	170043839	ESR1	-0.229441	2	73.8524	4620	1670.23	RN15613694
chr6	109697215	170043839	MAP3K5	-0.229441	2	73.8524	4620	1670.23	RN15613694
chr6	109697215	170043839	HEY2	-0.229441	2	73.8524	4620	1670.23	RN15613694
chr6	109697215	170043839	MAP3K4	-0.229441	2	73.8524	4620	1670.23	RN15613694
chr6	109697215	170043839	HDAC2	-0.229441	2	73.8524	4620	1670.23	RN15613694
chr6	109697215	170043839	RPS6KA2	-0.229441	2	73.8524	4620	1670.23	RN15613694
chr6	170047780	171054567	DLL1	0.400909	3	99.1972	119	41.5529	RN15613694
chr7	10500	57938684	PDGFA	0.103103	2	83.208	4596	1634.12	RN15613694
chr7	10500	57938684	LFNG	0.103103	2	83.208	4596	1634.12	RN15613694
chr7	10500	57938684	INHBA	0.103103	2	83.208	4596	1634.12	RN15613694
chr7	10500	57938684	PMS2	0.103103	2	83.208	4596	1634.12	RN15613694
chr7	10500	57938684	EGFR	0.103103	2	83.208	4596	1634.12	RN15613694
chr7	61657308	137685743	DTX2	0.0765941	2	85.8484	6559	2313.83	RN15613694
chr7	61657308	137685743	CDK6	0.0765941	2	85.8484	6559	2313.83	RN15613694
chr7	61657308	137685743	PIK3CG	0.0765941	2	85.8484	6559	2313.83	RN15613694
chr7	61657308	137685743	MET	0.0765941	2	85.8484	6559	2313.83	RN15613694
chr7	137686243	144074420	BRAF	0.455606	3	111.753	1099	364.583	RN15613694
chr7	144075783	156979663	RHEB	0.265198	2	101.768	1271	458.903	RN15613694
chr7	144075783	156979663	CUL1	0.265198	2	101.768	1271	458.903	RN15613694
chr8	948631	43398986	WRN	-0.233236	2	81.2707	3512	1252.48	RN15613694
chr8	948631	43398986	FGFR1	-0.233236	2	81.2707	3512	1252.48	RN15613694
chr8	948631	43398986	EIF4EBP1	-0.233236	2	81.2707	3512	1252.48	RN15613694
chr8	67576438	104934046	NBN	0.417109	3	75.9893	2306	845.073	RN15613694
chr8	67576438	104934046	HEY1	0.417109	3	75.9893	2306	845.073	RN15613694
chr8	67576438	104934046	E2F5	0.417109	3	75.9893	2306	845.073	RN15613694
chr8	67576438	104934046	MMP16	0.417109	3	75.9893	2306	845.073	RN15613694
chr8	104934871	145700415	PTK2	0.189097	2	89.9581	2973	1096.97	RN15613694
chr8	104934871	145700415	MYC	0.189097	2	89.9581	2973	1096.97	RN15613694
chr9	1381396	47317179	RPS6	-0.181592	2	79.2928	2772	1025.71	RN15613694
chr9	1381396	47317179	CDKN2A	-0.181592	2	79.2928	2772	1025.71	RN15613694
chr9	1381396	47317179	CDKN2B	-0.181592	2	79.2928	2772	1025.71	RN15613694
chr9	1381396	47317179	FANCG	-0.181592	2	79.2928	2772	1025.71	RN15613694
chr9	1381396	47317179	JAK2	-0.181592	2	79.2928	2772	1025.71	RN15613694
chr9	65602569	130147323	FANCC	0.158999	2	85.3146	5158	1859.41	RN15613694
chr9	65602569	130147323	TGFBR1	0.158999	2	85.3146	5158	1859.41	RN15613694
chr9	130147326	140611689	TSC1	-0.0210256	2	114.856	2898	961.841	RN15613694
chr9	130147326	140611689	NRARP	-0.0210256	2	114.856	2898	961.841	RN15613694
chr9	130147326	140611689	ARRDC1	-0.0210256	2	114.856	2898	961.841	RN15613694
chr9	130147326	140611689	NOTCH1	-0.0210256	2	114.856	2898	961.841	RN15613694
chr10	42379856	135186851	MAPK8	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	PTEN	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	BMPR1A	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	CTBP2	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	FGFR2	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	MMP21	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	CASP7	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	NFKB2	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	CDK1	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	CHUK	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	GDF2	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr10	42379856	135186851	FAS	-0.205119	2	82.5386	8518	3018.13	RN15613694
chr11	60500	1283550	HRAS	0.0686443	2	137.435	591	193.793	RN15613694
chr11	4470565	6231531	MMP26	0.215285	2	123.578	399	142.205	RN15613694
chr11	6231531	51566742	FANCF	-0.245083	2	84.1054	4051	1454.83	RN15613694
chr11	6231531	51566742	E2F8	-0.245083	2	84.1054	4051	1454.83	RN15613694
chr11	6231531	51566742	PIK3C2A	-0.245083	2	84.1054	4051	1454.83	RN15613694
chr11	56510299	65266501	DTX4	0.0669144	2	116.972	2322	783.658	RN15613694
chr11	56510299	65266501	BAD	0.0669144	2	116.972	2322	783.658	RN15613694
chr11	56510299	65266501	VEGFB	0.0669144	2	116.972	2322	783.658	RN15613694
chr11	66527113	73357791	FOLR1	0.110977	2	111.813	1207	413.252	RN15613694
chr11	66527113	73357791	CCND1	0.110977	2	111.813	1207	413.252	RN15613694
chr11	66527113	73357791	FOLR2	0.110977	2	111.813	1207	413.252	RN15613694
chr11	66527113	73357791	GSTP1	0.110977	2	111.813	1207	413.252	RN15613694
chr11	66527113	73357791	FOLR3	0.110977	2	111.813	1207	413.252	RN15613694
chr11	66527113	73357791	RPS6KB2	0.110977	2	111.813	1207	413.252	RN15613694
chr11	74546822	86519599	EMSY	-0.208289	2	79.4284	979	356.471	RN15613694
chr11	86519599	123755363	MMP12	0.132348	2	88.14	3415	1218.04	RN15613694
chr11	86519599	123755363	MMP3	0.132348	2	88.14	3415	1218.04	RN15613694
chr11	86519599	123755363	MAML2	0.132348	2	88.14	3415	1218.04	RN15613694
chr11	86519599	123755363	MMP27	0.132348	2	88.14	3415	1218.04	RN15613694
chr11	86519599	123755363	MMP1	0.132348	2	88.14	3415	1218.04	RN15613694
chr11	86519599	123755363	MMP10	0.132348	2	88.14	3415	1218.04	RN15613694
